,SiteName,LocationName,GenericLocation,Session,OrdSession,RevenueType,Wine,Date,Day,OrdDay,Revenue
1314,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-11-16,Saturday,6_Saturday,5840.13
1315,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-11-17,Sunday,7_Sunday,792.12
1316,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-11-23,Saturday,6_Saturday,5793.17
1317,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-11-24,Sunday,7_Sunday,1019.64
1318,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-11-30,Saturday,6_Saturday,5032.75
1319,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-12-01,Sunday,7_Sunday,1561.3899999999999
1320,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-12-04,Wednesday,3_Wednesday,769.5699999999999
1321,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-12-05,Thursday,4_Thursday,2901.63
1322,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-12-06,Friday,5_Friday,957.0700000000002
1323,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-12-07,Saturday,6_Saturday,5214.32
1324,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2019-12-08,Sunday,7_Sunday,1849.33
1368,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-03,Saturday,6_Saturday,4978.26
1369,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-04,Sunday,7_Sunday,352.5
1370,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-10,Saturday,6_Saturday,4669.7300000000005
1371,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-11,Sunday,7_Sunday,1488.2
1372,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-17,Saturday,6_Saturday,1537.39
1373,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-18,Sunday,7_Sunday,716.74
1374,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-24,Saturday,6_Saturday,2922.76
1375,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-25,Sunday,7_Sunday,635.0699999999999
1376,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-10-31,Saturday,6_Saturday,3931.7200000000003
1377,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-12-05,Saturday,6_Saturday,3927.2700000000004
1378,100 Wardour Street,Club,Restaurant,Lunch,2,Beverage,Wine,2020-12-06,Sunday,7_Sunday,1198.51
1386,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-03,Sunday,7_Sunday,-972.0
1387,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-12,Tuesday,2_Tuesday,-6.66
1388,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-16,Saturday,6_Saturday,-152.65
1389,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-17,Sunday,7_Sunday,-238.76999999999998
1390,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-23,Saturday,6_Saturday,0.0
1391,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-24,Sunday,7_Sunday,-327.07
1392,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-12-01,Sunday,7_Sunday,-53.599999999999994
1393,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-12-07,Saturday,6_Saturday,-139.95
1394,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2019-12-08,Sunday,7_Sunday,0.0
1422,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-03,Saturday,6_Saturday,-119.82
1423,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-10,Saturday,6_Saturday,-196.18
1424,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-11,Sunday,7_Sunday,-106.75
1425,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-17,Saturday,6_Saturday,-117.73
1426,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-18,Sunday,7_Sunday,-164.32999999999998
1427,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-24,Saturday,6_Saturday,-153.07
1428,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-25,Sunday,7_Sunday,-91.68
1429,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-31,Saturday,6_Saturday,0.0
1430,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-12-05,Saturday,6_Saturday,0.0
1431,100 Wardour Street,Club,Restaurant,Lunch,2,Discounts,Non-Wine,2020-12-06,Sunday,7_Sunday,-177.66
1474,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-02,Saturday,6_Saturday,9395.37
1475,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-03,Sunday,7_Sunday,1673.82
1476,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-09,Saturday,6_Saturday,9454.8
1477,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-10,Sunday,7_Sunday,857.95
1478,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-16,Saturday,6_Saturday,10474.109999999999
1479,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-17,Sunday,7_Sunday,1780.48
1480,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-23,Saturday,6_Saturday,11815.72
1481,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-24,Sunday,7_Sunday,2312.79
1482,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-11-30,Saturday,6_Saturday,10792.24
1483,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-12-01,Sunday,7_Sunday,2989.1200000000003
1484,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-12-04,Wednesday,3_Wednesday,2443.76
1485,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-12-05,Thursday,4_Thursday,5776.91
1486,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-12-06,Friday,5_Friday,1771.33
1487,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-12-07,Saturday,6_Saturday,10386.800000000001
1488,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2019-12-08,Sunday,7_Sunday,4692.219999999999
1533,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-03,Saturday,6_Saturday,10256.900000000001
1534,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-04,Sunday,7_Sunday,59.31
1535,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-10,Saturday,6_Saturday,9148.21
1536,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-11,Sunday,7_Sunday,3506.91
1537,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-17,Saturday,6_Saturday,2974.05
1538,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-18,Sunday,7_Sunday,1633.9499999999998
1539,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-24,Saturday,6_Saturday,4683.870000000001
1540,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-25,Sunday,7_Sunday,1779.09
1541,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-10-31,Saturday,6_Saturday,6865.36
1542,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-12-05,Saturday,6_Saturday,8235.18
1543,100 Wardour Street,Club,Restaurant,Lunch,2,Food,Non-Wine,2020-12-06,Sunday,7_Sunday,2690.3199999999997
1568,100 Wardour Street,Club,Restaurant,Other,4,Discounts,Non-Wine,2019-11-02,Saturday,6_Saturday,-45.0
1569,100 Wardour Street,Club,Restaurant,Other,4,Discounts,Non-Wine,2019-11-08,Friday,5_Friday,-0.6
1570,100 Wardour Street,Club,Restaurant,Other,4,Discounts,Non-Wine,2019-11-13,Wednesday,3_Wednesday,-0.6
1571,100 Wardour Street,Club,Restaurant,Other,4,Discounts,Non-Wine,2019-11-21,Thursday,4_Thursday,-4.35
1572,100 Wardour Street,Club,Restaurant,Other,4,Discounts,Non-Wine,2019-11-22,Friday,5_Friday,-0.6
1573,100 Wardour Street,Club,Restaurant,Other,4,Discounts,Non-Wine,2019-11-27,Wednesday,3_Wednesday,-0.4
1574,100 Wardour Street,Club,Restaurant,Other,4,Discounts,Non-Wine,2019-11-28,Thursday,4_Thursday,-0.2
1591,100 Wardour Street,Club,Restaurant,Other,4,Discounts,Non-Wine,2020-10-30,Friday,5_Friday,-5.0
1692,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-01,Friday,5_Friday,297.5
1693,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-02,Saturday,6_Saturday,427.08
1694,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-07,Thursday,4_Thursday,182.5
1695,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-08,Friday,5_Friday,442.49
1696,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-09,Saturday,6_Saturday,279.81
1697,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-15,Friday,5_Friday,325.0
1698,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-16,Saturday,6_Saturday,200.41
1699,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-21,Thursday,4_Thursday,141.67
1700,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-22,Friday,5_Friday,301.67
1701,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-23,Saturday,6_Saturday,234.17
1702,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-28,Thursday,4_Thursday,1135.32
1703,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-29,Friday,5_Friday,315.0
1704,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-11-30,Saturday,6_Saturday,290.85
1705,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-12-04,Wednesday,3_Wednesday,272.08
1706,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-12-05,Thursday,4_Thursday,3012.15
1707,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-12-06,Friday,5_Friday,330.64
1708,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2019-12-07,Saturday,6_Saturday,252.5
1769,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-02,Friday,5_Friday,162.5
1770,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-03,Saturday,6_Saturday,242.5
1771,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-04,Sunday,7_Sunday,2573.85
1772,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-09,Friday,5_Friday,175.0
1773,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-10,Saturday,6_Saturday,175.94
1774,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-16,Friday,5_Friday,80.0
1775,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-17,Saturday,6_Saturday,177.81
1776,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-23,Friday,5_Friday,142.5
1777,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-24,Saturday,6_Saturday,105.0
1778,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-29,Thursday,4_Thursday,75.0
1779,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-30,Friday,5_Friday,122.5
1780,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-10-31,Saturday,6_Saturday,112.5
1781,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-11-04,Wednesday,3_Wednesday,202.5
1782,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-12-03,Thursday,4_Thursday,0.06
1783,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-12-04,Friday,5_Friday,230.0
1784,100 Wardour Street,Club,Restaurant,Other,4,Other Revenue,Non-Wine,2020-12-05,Saturday,6_Saturday,292.5
1940,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-01,Friday,5_Friday,4932.4400000000005
1941,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-02,Saturday,6_Saturday,9224.02
1942,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-06,Wednesday,3_Wednesday,277.58000000000004
1943,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-07,Thursday,4_Thursday,3751.41
1944,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-08,Friday,5_Friday,6643.04
1945,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-09,Saturday,6_Saturday,9428.63
1946,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-12,Tuesday,2_Tuesday,10.0
1947,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-13,Wednesday,3_Wednesday,394.83
1948,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-15,Friday,5_Friday,6802.0599999999995
1949,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-16,Saturday,6_Saturday,10538.41
1950,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-19,Tuesday,2_Tuesday,21.67
1951,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-20,Wednesday,3_Wednesday,389.29
1952,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-21,Thursday,4_Thursday,2702.8199999999997
1953,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-22,Friday,5_Friday,6023.33
1954,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-23,Saturday,6_Saturday,9397.35
1955,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-24,Sunday,7_Sunday,94.62
1956,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-26,Tuesday,2_Tuesday,320.38
1957,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-27,Wednesday,3_Wednesday,557.9300000000001
1958,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-28,Thursday,4_Thursday,4792.48
1959,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-29,Friday,5_Friday,7327.320000000001
1960,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-11-30,Saturday,6_Saturday,10215.380000000001
1961,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-02,Monday,1_Monday,450.39
1962,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-03,Tuesday,2_Tuesday,999.77
1963,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-04,Wednesday,3_Wednesday,2899.6099999999997
1964,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-05,Thursday,4_Thursday,7039.400000000001
1965,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-06,Friday,5_Friday,7195.37
1966,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-07,Saturday,6_Saturday,10188.0
1967,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Non-Wine,2019-12-09,Monday,1_Monday,210.62
2180,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-01,Friday,5_Friday,784.1700000000001
2181,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-02,Saturday,6_Saturday,1042.8400000000001
2182,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-06,Wednesday,3_Wednesday,54.59
2183,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-07,Thursday,4_Thursday,811.66
2184,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-08,Friday,5_Friday,390.00000000000006
2185,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-09,Saturday,6_Saturday,1074.61
2186,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-13,Wednesday,3_Wednesday,74.16
2187,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-15,Friday,5_Friday,650.4300000000001
2188,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-16,Saturday,6_Saturday,2129.93
2189,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-19,Tuesday,2_Tuesday,28.33
2190,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-20,Wednesday,3_Wednesday,29.58
2191,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-21,Thursday,4_Thursday,415.81999999999994
2192,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-22,Friday,5_Friday,759.57
2193,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-23,Saturday,6_Saturday,823.3299999999999
2194,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-26,Tuesday,2_Tuesday,130.41
2195,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-27,Wednesday,3_Wednesday,64.58
2196,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-28,Thursday,4_Thursday,543.75
2197,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-29,Friday,5_Friday,815.8100000000001
2198,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-11-30,Saturday,6_Saturday,850.8699999999999
2199,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-12-02,Monday,1_Monday,89.16
2200,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-12-04,Wednesday,3_Wednesday,776.69
2201,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-12-05,Thursday,4_Thursday,382.1
2202,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-12-06,Friday,5_Friday,1337.95
2203,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2019-12-07,Saturday,6_Saturday,919.14
2264,100 Wardour Street,Club Bar,Bar,Dinner,3,Beverage,Wine,2020-10-10,Saturday,6_Saturday,24.17
2294,100 Wardour Street,Club Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-01,Friday,5_Friday,-36.2
2295,100 Wardour Street,Club Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-08,Friday,5_Friday,-4.5
2296,100 Wardour Street,Club Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-13,Wednesday,3_Wednesday,-42.7
2297,100 Wardour Street,Club Bar,Bar,Dinner,3,Discounts,Non-Wine,2019-11-21,Thursday,4_Thursday,-25.31
2362,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-01,Friday,5_Friday,5.81
2363,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-02,Saturday,6_Saturday,1.66
2364,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-08,Friday,5_Friday,0.83
2365,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-09,Saturday,6_Saturday,0.83
2366,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-15,Friday,5_Friday,17.08
2367,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-16,Saturday,6_Saturday,5.81
2368,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-23,Saturday,6_Saturday,9.13
2369,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-29,Friday,5_Friday,0.83
2370,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-11-30,Saturday,6_Saturday,5.81
2371,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-04,Wednesday,3_Wednesday,12.92
2372,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-05,Thursday,4_Thursday,4.98
2373,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-06,Friday,5_Friday,0.83
2374,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Non-Wine,2019-12-07,Saturday,6_Saturday,1.66
2417,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Wine,2019-11-02,Saturday,6_Saturday,5.0
2418,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Wine,2019-11-07,Thursday,4_Thursday,10.0
2419,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Wine,2019-11-09,Saturday,6_Saturday,5.0
2420,100 Wardour Street,Club Bar,Bar,Dinner,3,Food,Wine,2019-11-16,Saturday,6_Saturday,5.0
2466,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-02,Saturday,6_Saturday,2313.2
2467,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-03,Sunday,7_Sunday,317.11
2468,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-07,Thursday,4_Thursday,68.74
2469,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-09,Saturday,6_Saturday,3379.26
2470,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-10,Sunday,7_Sunday,75.83
2471,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-16,Saturday,6_Saturday,1618.89
2472,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-17,Sunday,7_Sunday,110.60999999999999
2473,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-23,Saturday,6_Saturday,1676.5300000000002
2474,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-24,Sunday,7_Sunday,67.09
2475,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-11-30,Saturday,6_Saturday,1200.58
2476,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-12-01,Sunday,7_Sunday,242.89
2477,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-12-04,Wednesday,3_Wednesday,87.52
2478,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-12-05,Thursday,4_Thursday,695.4
2479,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-12-06,Friday,5_Friday,9.58
2480,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-12-07,Saturday,6_Saturday,1731.56
2481,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Non-Wine,2019-12-08,Sunday,7_Sunday,497.69
2555,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-02,Saturday,6_Saturday,351.24
2556,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-07,Thursday,4_Thursday,23.33
2557,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-09,Saturday,6_Saturday,507.93
2558,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-10,Sunday,7_Sunday,125.01
2559,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-16,Saturday,6_Saturday,592.9300000000001
2560,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-17,Sunday,7_Sunday,41.67
2561,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-23,Saturday,6_Saturday,257.1
2562,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-24,Sunday,7_Sunday,42.08
2563,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-11-30,Saturday,6_Saturday,383.31
2564,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-12-01,Sunday,7_Sunday,33.76
2565,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-12-07,Saturday,6_Saturday,387.92
2566,100 Wardour Street,Club Bar,Bar,Lunch,2,Beverage,Wine,2019-12-08,Sunday,7_Sunday,14.16
2612,100 Wardour Street,Club Bar,Bar,Lunch,2,Food,Non-Wine,2019-11-03,Sunday,7_Sunday,5.81
2613,100 Wardour Street,Club Bar,Bar,Lunch,2,Food,Non-Wine,2019-11-07,Thursday,4_Thursday,3.12
2614,100 Wardour Street,Club Bar,Bar,Lunch,2,Food,Non-Wine,2019-11-09,Saturday,6_Saturday,0.83
2615,100 Wardour Street,Club Bar,Bar,Lunch,2,Food,Non-Wine,2019-11-30,Saturday,6_Saturday,0.83
