,Restaurant,As Of Day,Days Before Week Commencing,Reservation Week,Covers,Table,Week,Color,Alpha
367,Sartoria,Tuesday,13,50,57.0,This Week Pickup,This Week,Red,1.0
368,Radici,Tuesday,13,47,23.0,This Week Pickup,3 Weeks Ago,Blue,0.6
369,Angler Restaurant,Tuesday,13,50,86.0,This Week Pickup,This Week,Red,1.0
371,20 Stories,Tuesday,13,49,693.0,This Week Pickup,Last Week,Orange,1.0
372,20 Stories,Tuesday,13,50,787.0,This Week Pickup,This Week,Red,1.0
373,20 Stories,Tuesday,13,51,850.0,This Week Pickup,Next Week,Purple,1.0
374,Bluebird White City,Tuesday,13,48,5.0,This Week Pickup,2 Weeks Ago,Blue,0.8
375,Bluebird White City,Tuesday,13,49,6.0,This Week Pickup,Last Week,Orange,1.0
376,Bluebird White City,Tuesday,13,50,16.0,This Week Pickup,This Week,Red,1.0
377,Bluebird White City,Tuesday,13,51,28.0,This Week Pickup,Next Week,Purple,1.0
379,Madison Restaurant,Tuesday,13,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
381,Butlers Wharf Chophouse Restaurant,Tuesday,13,49,151.0,This Week Pickup,Last Week,Orange,1.0
382,Butlers Wharf Chophouse Restaurant,Tuesday,13,50,119.0,This Week Pickup,This Week,Red,1.0
383,Butlers Wharf Chophouse Restaurant,Tuesday,13,51,146.0,This Week Pickup,Next Week,Purple,1.0
384,Angler Restaurant,Tuesday,13,47,50.0,This Week Pickup,3 Weeks Ago,Blue,0.6
386,Angler Restaurant,Tuesday,13,49,57.0,This Week Pickup,Last Week,Orange,1.0
387,Orrery,Tuesday,13,51,44.0,This Week Pickup,Next Week,Purple,1.0
388,Issho Restaurant,Tuesday,13,51,14.0,This Week Pickup,Next Week,Purple,1.0
389,Orrery,Tuesday,13,48,4.0,This Week Pickup,2 Weeks Ago,Blue,0.8
390,Orrery,Tuesday,13,50,41.0,This Week Pickup,This Week,Red,1.0
392,Cantina del Ponte,Tuesday,13,51,84.0,This Week Pickup,Next Week,Purple,1.0
393,Cantina del Ponte,Tuesday,13,50,65.0,This Week Pickup,This Week,Red,1.0
394,Aster,Tuesday,13,51,44.0,This Week Pickup,Next Week,Purple,1.0
395,Aster,Tuesday,13,50,40.0,This Week Pickup,This Week,Red,1.0
396,Cantina del Ponte,Tuesday,13,49,35.0,This Week Pickup,Last Week,Orange,1.0
397,Cantina del Ponte,Tuesday,13,47,14.0,This Week Pickup,3 Weeks Ago,Blue,0.6
399,Aster,Tuesday,13,49,44.0,This Week Pickup,Last Week,Orange,1.0
400,New Street Wine Shop,Tuesday,13,49,136.0,This Week Pickup,Last Week,Orange,1.0
401,Launceston Place,Tuesday,13,50,495.0,This Week Pickup,This Week,Red,1.0
402,New Street Wine Shop,Tuesday,13,50,186.0,This Week Pickup,This Week,Red,1.0
403,New Street Wine Shop,Tuesday,13,51,231.0,This Week Pickup,Next Week,Purple,1.0
404,Issho,Tuesday,13,51,475.0,This Week Pickup,Next Week,Purple,1.0
406,Aster,Tuesday,13,47,13.0,This Week Pickup,3 Weeks Ago,Blue,0.6
407,Aster,Tuesday,13,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
408,Old Bengal Bar,Tuesday,13,51,62.0,This Week Pickup,Next Week,Purple,1.0
409,Old Bengal Bar,Tuesday,13,50,49.0,This Week Pickup,This Week,Red,1.0
410,Launceston Place,Tuesday,13,51,688.0,This Week Pickup,Next Week,Purple,1.0
411,Launceston Place,Tuesday,13,49,329.0,This Week Pickup,Last Week,Orange,1.0
412,Orrery,Tuesday,13,49,21.0,This Week Pickup,Last Week,Orange,1.0
413,Angelica,Tuesday,13,49,57.0,This Week Pickup,Last Week,Orange,1.0
414,Old Bengal Bar,Tuesday,13,49,71.0,This Week Pickup,Last Week,Orange,1.0
415,Orrery,Tuesday,13,47,4.0,This Week Pickup,3 Weeks Ago,Blue,0.6
417,Avenue,Tuesday,13,51,81.0,This Week Pickup,Next Week,Purple,1.0
418,Avenue,Tuesday,13,50,107.0,This Week Pickup,This Week,Red,1.0
419,Avenue,Tuesday,13,49,86.0,This Week Pickup,Last Week,Orange,1.0
421,Angelica,Tuesday,13,47,52.0,This Week Pickup,3 Weeks Ago,Blue,0.6
422,Angelica,Tuesday,13,50,70.0,This Week Pickup,This Week,Red,1.0
423,Madison Restaurant,Tuesday,13,51,6.0,This Week Pickup,Next Week,Purple,1.0
424,Angler Restaurant,Tuesday,13,51,139.0,This Week Pickup,Next Week,Purple,1.0
425,Avenue,Tuesday,13,47,19.0,This Week Pickup,3 Weeks Ago,Blue,0.6
427,Sartoria,Tuesday,13,47,10.0,This Week Pickup,3 Weeks Ago,Blue,0.6
428,Blueprint Cafe,Tuesday,13,49,100.0,This Week Pickup,Last Week,Orange,1.0
430,Launceston Place,Tuesday,13,47,199.0,This Week Pickup,3 Weeks Ago,Blue,0.6
432,Angelica,Tuesday,13,51,91.0,This Week Pickup,Next Week,Purple,1.0
434,Issho,Tuesday,13,50,280.0,This Week Pickup,This Week,Red,1.0
435,Bluebird Chelsea Private Dining,Tuesday,13,51,29.0,This Week Pickup,Next Week,Purple,1.0
436,Pont de la Tour,Tuesday,13,51,73.0,This Week Pickup,Next Week,Purple,1.0
437,Pont de la Tour,Tuesday,13,50,98.0,This Week Pickup,This Week,Red,1.0
438,Pont de la Tour,Tuesday,13,49,49.0,This Week Pickup,Last Week,Orange,1.0
441,Quaglino's Restaurant,Tuesday,13,47,20.0,This Week Pickup,3 Weeks Ago,Blue,0.6
442,100 Wardour St Club Bar,Tuesday,13,51,30.0,This Week Pickup,Next Week,Purple,1.0
443,100 Wardour St Club Bar,Tuesday,13,50,81.0,This Week Pickup,This Week,Red,1.0
444,100 Wardour St Club Bar,Tuesday,13,49,6.0,This Week Pickup,Last Week,Orange,1.0
445,100 Wardour St Club Bar,Tuesday,13,47,30.0,This Week Pickup,3 Weeks Ago,Blue,0.6
446,Issho,Tuesday,13,49,149.0,This Week Pickup,Last Week,Orange,1.0
447,Quaglino's Restaurant,Tuesday,13,48,10.0,This Week Pickup,2 Weeks Ago,Blue,0.8
448,Bluebird Chelsea Private Dining,Tuesday,13,50,104.0,This Week Pickup,This Week,Red,1.0
449,German Gymnasium,Tuesday,13,49,271.0,This Week Pickup,Last Week,Orange,1.0
450,Bluebird Chelsea Private Dining,Tuesday,13,47,65.0,This Week Pickup,3 Weeks Ago,Blue,0.6
452,Quaglino's Restaurant,Tuesday,13,49,34.0,This Week Pickup,Last Week,Orange,1.0
453,Quaglino's Restaurant,Tuesday,13,50,27.0,This Week Pickup,This Week,Red,1.0
454,Plateau,Tuesday,13,51,323.0,This Week Pickup,Next Week,Purple,1.0
455,Plateau,Tuesday,13,50,473.0,This Week Pickup,This Week,Red,1.0
456,Plateau,Tuesday,13,49,139.0,This Week Pickup,Last Week,Orange,1.0
457,Plateau,Tuesday,13,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
459,Quaglino's Restaurant,Tuesday,13,51,30.0,This Week Pickup,Next Week,Purple,1.0
461,German Gymnasium,Tuesday,13,47,100.0,This Week Pickup,3 Weeks Ago,Blue,0.6
462,Fish Market,Tuesday,13,51,896.0,This Week Pickup,Next Week,Purple,1.0
463,Fish Market,Tuesday,13,50,631.0,This Week Pickup,This Week,Red,1.0
464,Fish Market,Tuesday,13,49,331.0,This Week Pickup,Last Week,Orange,1.0
465,Fish Market,Tuesday,13,47,152.0,This Week Pickup,3 Weeks Ago,Blue,0.6
466,Bluebird Chelsea Restaurant,Tuesday,13,51,583.0,This Week Pickup,Next Week,Purple,1.0
467,Bluebird Chelsea Restaurant,Tuesday,13,50,399.0,This Week Pickup,This Week,Red,1.0
468,Quaglino's,Tuesday,13,51,415.0,This Week Pickup,Next Week,Purple,1.0
469,Quaglino's,Tuesday,13,50,353.0,This Week Pickup,This Week,Red,1.0
470,Quaglino's,Tuesday,13,49,170.0,This Week Pickup,Last Week,Orange,1.0
471,Quaglino's,Tuesday,13,48,35.0,This Week Pickup,2 Weeks Ago,Blue,0.8
473,Bluebird Chelsea Restaurant,Tuesday,13,49,312.0,This Week Pickup,Last Week,Orange,1.0
474,Bluebird Chelsea Restaurant,Tuesday,13,47,128.0,This Week Pickup,3 Weeks Ago,Blue,0.6
477,East 59th,Tuesday,13,47,27.0,This Week Pickup,3 Weeks Ago,Blue,0.6
478,East 59th,Tuesday,13,49,37.0,This Week Pickup,Last Week,Orange,1.0
479,East 59th,Tuesday,13,50,23.0,This Week Pickup,This Week,Red,1.0
480,East 59th,Tuesday,13,51,72.0,This Week Pickup,Next Week,Purple,1.0
482,100 Wardour St Lounge Bar,Tuesday,13,47,51.0,This Week Pickup,3 Weeks Ago,Blue,0.6
483,100 Wardour St Lounge Bar,Tuesday,13,49,28.0,This Week Pickup,Last Week,Orange,1.0
484,100 Wardour St Lounge Bar,Tuesday,13,50,27.0,This Week Pickup,This Week,Red,1.0
485,100 Wardour St Lounge Bar,Tuesday,13,51,27.0,This Week Pickup,Next Week,Purple,1.0
486,Crafthouse,Tuesday,13,51,16.0,This Week Pickup,Next Week,Purple,1.0
487,Crafthouse,Tuesday,13,50,11.0,This Week Pickup,This Week,Red,1.0
488,Crafthouse,Tuesday,13,49,12.0,This Week Pickup,Last Week,Orange,1.0
491,German Gymnasium,Tuesday,13,48,14.0,This Week Pickup,2 Weeks Ago,Blue,0.8
493,German Gymnasium,Tuesday,13,50,314.0,This Week Pickup,This Week,Red,1.0
494,Issho,Tuesday,13,48,0.0,This Week Pickup,2 Weeks Ago,Blue,0.8
495,Coq d’Argent,Tuesday,13,51,1215.0,This Week Pickup,Next Week,Purple,1.0
497,German Gymnasium,Tuesday,13,51,353.0,This Week Pickup,Next Week,Purple,1.0
498,Coq d’Argent,Tuesday,13,47,293.0,This Week Pickup,3 Weeks Ago,Blue,0.6
502,Paternoster Chophouse,Tuesday,13,49,894.0,This Week Pickup,Last Week,Orange,1.0
503,Paternoster Chophouse,Tuesday,13,50,1316.0,This Week Pickup,This Week,Red,1.0
504,Paternoster Chophouse,Tuesday,13,51,1564.0,This Week Pickup,Next Week,Purple,1.0
505,Bluebird Chelsea Cafe,Tuesday,13,50,30.0,This Week Pickup,This Week,Red,1.0
506,Bluebird Chelsea Cafe,Tuesday,13,51,23.0,This Week Pickup,Next Week,Purple,1.0
507,Coq d’Argent,Tuesday,13,50,849.0,This Week Pickup,This Week,Red,1.0
509,Coq d’Argent,Tuesday,13,49,456.0,This Week Pickup,Last Week,Orange,1.0
510,Issho,Tuesday,13,47,35.0,This Week Pickup,3 Weeks Ago,Blue,0.6
511,Bluebird White City,Tuesday,13,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
512,Coq d’Argent,Tuesday,13,48,77.0,This Week Pickup,2 Weeks Ago,Blue,0.8
513,14 Hills,Tuesday,13,51,836.0,This Week Pickup,Next Week,Purple,1.0
514,14 Hills,Tuesday,13,47,214.0,This Week Pickup,3 Weeks Ago,Blue,0.6
515,14 Hills,Tuesday,13,49,378.0,This Week Pickup,Last Week,Orange,1.0
516,14 Hills,Tuesday,13,50,519.0,This Week Pickup,This Week,Red,1.0
518,Madison Restaurant,Wednesday,12,51,6.0,This Week Pickup,Next Week,Purple,1.0
519,Madison Restaurant,Wednesday,12,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
522,Bluebird White City,Wednesday,12,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
523,Bluebird White City,Wednesday,12,48,5.0,This Week Pickup,2 Weeks Ago,Blue,0.8
524,Crafthouse,Wednesday,12,51,16.0,This Week Pickup,Next Week,Purple,1.0
525,Crafthouse,Wednesday,12,50,17.0,This Week Pickup,This Week,Red,1.0
526,New Street Grill,Wednesday,12,49,187.0,This Week Pickup,Last Week,Orange,1.0
527,Crafthouse,Wednesday,12,49,12.0,This Week Pickup,Last Week,Orange,1.0
529,Bluebird Chelsea Restaurant,Wednesday,12,50,482.0,This Week Pickup,This Week,Red,1.0
531,Bluebird Chelsea Cafe,Wednesday,12,50,32.0,This Week Pickup,This Week,Red,1.0
532,Bluebird Chelsea Cafe,Wednesday,12,51,27.0,This Week Pickup,Next Week,Purple,1.0
533,Bluebird Chelsea Restaurant,Wednesday,12,51,620.0,This Week Pickup,Next Week,Purple,1.0
534,Bluebird Chelsea Restaurant,Wednesday,12,49,323.0,This Week Pickup,Last Week,Orange,1.0
536,East 59th,Wednesday,12,51,85.0,This Week Pickup,Next Week,Purple,1.0
537,Butlers Wharf Chophouse Restaurant,Wednesday,12,51,169.0,This Week Pickup,Next Week,Purple,1.0
539,Issho,Wednesday,12,48,0.0,This Week Pickup,2 Weeks Ago,Blue,0.8
541,Issho,Wednesday,12,49,157.0,This Week Pickup,Last Week,Orange,1.0
542,Issho,Wednesday,12,50,305.0,This Week Pickup,This Week,Red,1.0
543,Issho,Wednesday,12,51,528.0,This Week Pickup,Next Week,Purple,1.0
544,New Street Grill,Wednesday,12,47,91.0,This Week Pickup,3 Weeks Ago,Blue,0.6
545,New Street Grill,Wednesday,12,48,31.0,This Week Pickup,2 Weeks Ago,Blue,0.8
546,Butlers Wharf Chophouse Restaurant,Wednesday,12,50,131.0,This Week Pickup,This Week,Red,1.0
547,Butlers Wharf Chophouse Restaurant,Wednesday,12,49,170.0,This Week Pickup,Last Week,Orange,1.0
549,Bluebird Chelsea Restaurant,Wednesday,12,47,116.0,This Week Pickup,3 Weeks Ago,Blue,0.6
551,East 59th,Wednesday,12,47,27.0,This Week Pickup,3 Weeks Ago,Blue,0.6
552,East 59th,Wednesday,12,49,37.0,This Week Pickup,Last Week,Orange,1.0
553,East 59th,Wednesday,12,50,29.0,This Week Pickup,This Week,Red,1.0
555,German Gymnasium,Wednesday,12,51,359.0,This Week Pickup,Next Week,Purple,1.0
556,Issho Restaurant,Wednesday,12,51,14.0,This Week Pickup,Next Week,Purple,1.0
558,New Street Grill,Wednesday,12,51,457.0,This Week Pickup,Next Week,Purple,1.0
560,Coq d’Argent,Wednesday,12,47,250.0,This Week Pickup,3 Weeks Ago,Blue,0.6
561,Coq d’Argent,Wednesday,12,48,77.0,This Week Pickup,2 Weeks Ago,Blue,0.8
562,Avenue,Wednesday,12,50,112.0,This Week Pickup,This Week,Red,1.0
563,Avenue,Wednesday,12,49,90.0,This Week Pickup,Last Week,Orange,1.0
564,Avenue,Wednesday,12,47,17.0,This Week Pickup,3 Weeks Ago,Blue,0.6
566,Issho Restaurant,Wednesday,12,50,11.0,This Week Pickup,This Week,Red,1.0
567,Coq d’Argent,Wednesday,12,49,476.0,This Week Pickup,Last Week,Orange,1.0
568,German Gymnasium,Wednesday,12,50,351.0,This Week Pickup,This Week,Red,1.0
570,Cantina del Ponte,Wednesday,12,47,3.0,This Week Pickup,3 Weeks Ago,Blue,0.6
571,Blueprint Cafe,Wednesday,12,49,100.0,This Week Pickup,Last Week,Orange,1.0
573,Coq d’Argent,Wednesday,12,51,1372.0,This Week Pickup,Next Week,Purple,1.0
574,Cantina del Ponte,Wednesday,12,49,39.0,This Week Pickup,Last Week,Orange,1.0
575,Cantina del Ponte,Wednesday,12,50,77.0,This Week Pickup,This Week,Red,1.0
576,Cantina del Ponte,Wednesday,12,51,110.0,This Week Pickup,Next Week,Purple,1.0
577,Coq d’Argent,Wednesday,12,50,931.0,This Week Pickup,This Week,Red,1.0
578,Bluebird White City,Wednesday,12,51,28.0,This Week Pickup,Next Week,Purple,1.0
579,Avenue,Wednesday,12,51,87.0,This Week Pickup,Next Week,Purple,1.0
580,Fish Market,Wednesday,12,51,1060.0,This Week Pickup,Next Week,Purple,1.0
581,Fish Market,Wednesday,12,50,699.0,This Week Pickup,This Week,Red,1.0
583,Bluebird White City,Wednesday,12,50,16.0,This Week Pickup,This Week,Red,1.0
585,Aster,Wednesday,12,47,13.0,This Week Pickup,3 Weeks Ago,Blue,0.6
586,Aster,Wednesday,12,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
587,Bluebird White City,Wednesday,12,49,6.0,This Week Pickup,Last Week,Orange,1.0
588,German Gymnasium,Wednesday,12,49,283.0,This Week Pickup,Last Week,Orange,1.0
589,Aster,Wednesday,12,49,44.0,This Week Pickup,Last Week,Orange,1.0
590,Aster,Wednesday,12,50,46.0,This Week Pickup,This Week,Red,1.0
591,Aster,Wednesday,12,51,53.0,This Week Pickup,Next Week,Purple,1.0
592,German Gymnasium,Wednesday,12,48,14.0,This Week Pickup,2 Weeks Ago,Blue,0.8
593,Fish Market,Wednesday,12,47,152.0,This Week Pickup,3 Weeks Ago,Blue,0.6
594,Fish Market,Wednesday,12,49,349.0,This Week Pickup,Last Week,Orange,1.0
595,Launceston Place,Wednesday,12,51,740.0,This Week Pickup,Next Week,Purple,1.0
596,Launceston Place,Wednesday,12,50,538.0,This Week Pickup,This Week,Red,1.0
597,German Gymnasium,Wednesday,12,47,40.0,This Week Pickup,3 Weeks Ago,Blue,0.6
598,Issho Restaurant,Wednesday,12,49,21.0,This Week Pickup,Last Week,Orange,1.0
599,Bluebird Chelsea Private Dining,Wednesday,12,51,29.0,This Week Pickup,Next Week,Purple,1.0
600,Bluebird Chelsea Private Dining,Wednesday,12,50,104.0,This Week Pickup,This Week,Red,1.0
601,Launceston Place,Wednesday,12,49,331.0,This Week Pickup,Last Week,Orange,1.0
602,Launceston Place,Wednesday,12,47,173.0,This Week Pickup,3 Weeks Ago,Blue,0.6
603,Bluebird Chelsea Private Dining,Wednesday,12,47,65.0,This Week Pickup,3 Weeks Ago,Blue,0.6
604,New Street Grill,Wednesday,12,50,413.0,This Week Pickup,This Week,Red,1.0
605,Sartoria,Wednesday,12,51,39.0,This Week Pickup,Next Week,Purple,1.0
606,Old Bengal Bar,Wednesday,12,49,71.0,This Week Pickup,Last Week,Orange,1.0
607,100 Wardour St Club Bar,Wednesday,12,49,6.0,This Week Pickup,Last Week,Orange,1.0
608,100 Wardour St Club Bar,Wednesday,12,51,30.0,This Week Pickup,Next Week,Purple,1.0
610,Angelica,Wednesday,12,47,50.0,This Week Pickup,3 Weeks Ago,Blue,0.6
611,Angelica,Wednesday,12,49,63.0,This Week Pickup,Last Week,Orange,1.0
612,Angelica,Wednesday,12,50,72.0,This Week Pickup,This Week,Red,1.0
613,Angelica,Wednesday,12,51,91.0,This Week Pickup,Next Week,Purple,1.0
615,14 Hills,Wednesday,12,51,886.0,This Week Pickup,Next Week,Purple,1.0
616,14 Hills,Wednesday,12,50,601.0,This Week Pickup,This Week,Red,1.0
617,14 Hills,Wednesday,12,49,403.0,This Week Pickup,Last Week,Orange,1.0
618,14 Hills,Wednesday,12,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
620,Old Bengal Bar,Wednesday,12,51,75.0,This Week Pickup,Next Week,Purple,1.0
621,Old Bengal Bar,Wednesday,12,50,43.0,This Week Pickup,This Week,Red,1.0
623,Old Bengal Bar,Wednesday,12,47,20.0,This Week Pickup,3 Weeks Ago,Blue,0.6
624,Radici,Wednesday,12,47,23.0,This Week Pickup,3 Weeks Ago,Blue,0.6
625,Radici,Wednesday,12,49,36.0,This Week Pickup,Last Week,Orange,1.0
626,Radici,Wednesday,12,50,100.0,This Week Pickup,This Week,Red,1.0
627,Radici,Wednesday,12,51,63.0,This Week Pickup,Next Week,Purple,1.0
629,Plateau,Wednesday,12,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
630,Plateau,Wednesday,12,49,139.0,This Week Pickup,Last Week,Orange,1.0
631,100 Wardour St Club Bar,Wednesday,12,50,81.0,This Week Pickup,This Week,Red,1.0
632,100 Wardour St Club Bar,Wednesday,12,47,30.0,This Week Pickup,3 Weeks Ago,Blue,0.6
633,Plateau,Wednesday,12,51,335.0,This Week Pickup,Next Week,Purple,1.0
635,20 Stories,Wednesday,12,50,862.0,This Week Pickup,This Week,Red,1.0
636,20 Stories,Wednesday,12,51,884.0,This Week Pickup,Next Week,Purple,1.0
637,Quaglino's Restaurant,Wednesday,12,51,41.0,This Week Pickup,Next Week,Purple,1.0
638,Orrery,Wednesday,12,51,42.0,This Week Pickup,Next Week,Purple,1.0
639,Quaglino's Restaurant,Wednesday,12,50,36.0,This Week Pickup,This Week,Red,1.0
640,Quaglino's Restaurant,Wednesday,12,49,34.0,This Week Pickup,Last Week,Orange,1.0
641,Quaglino's Restaurant,Wednesday,12,48,10.0,This Week Pickup,2 Weeks Ago,Blue,0.8
642,Orrery,Wednesday,12,50,50.0,This Week Pickup,This Week,Red,1.0
643,Orrery,Wednesday,12,49,21.0,This Week Pickup,Last Week,Orange,1.0
644,Orrery,Wednesday,12,48,4.0,This Week Pickup,2 Weeks Ago,Blue,0.8
645,Orrery,Wednesday,12,47,4.0,This Week Pickup,3 Weeks Ago,Blue,0.6
648,Paternoster Chophouse,Wednesday,12,49,909.0,This Week Pickup,Last Week,Orange,1.0
649,Paternoster Chophouse,Wednesday,12,50,1354.0,This Week Pickup,This Week,Red,1.0
650,Paternoster Chophouse,Wednesday,12,51,1625.0,This Week Pickup,Next Week,Purple,1.0
651,Quaglino's Restaurant,Wednesday,12,47,20.0,This Week Pickup,3 Weeks Ago,Blue,0.6
654,100 Wardour St,Wednesday,12,51,902.0,This Week Pickup,Next Week,Purple,1.0
655,100 Wardour St,Wednesday,12,50,729.0,This Week Pickup,This Week,Red,1.0
656,100 Wardour St,Wednesday,12,49,521.0,This Week Pickup,Last Week,Orange,1.0
657,100 Wardour St,Wednesday,12,47,351.0,This Week Pickup,3 Weeks Ago,Blue,0.6
658,Plateau,Wednesday,12,50,481.0,This Week Pickup,This Week,Red,1.0
659,20 Stories,Wednesday,12,49,721.0,This Week Pickup,Last Week,Orange,1.0
661,Angler Restaurant,Wednesday,12,47,40.0,This Week Pickup,3 Weeks Ago,Blue,0.6
662,Angler Restaurant,Wednesday,12,49,61.0,This Week Pickup,Last Week,Orange,1.0
663,Angler Restaurant,Wednesday,12,50,91.0,This Week Pickup,This Week,Red,1.0
664,Angler Restaurant,Wednesday,12,51,141.0,This Week Pickup,Next Week,Purple,1.0
665,New Street Wine Shop,Wednesday,12,49,134.0,This Week Pickup,Last Week,Orange,1.0
666,Sartoria,Wednesday,12,49,16.0,This Week Pickup,Last Week,Orange,1.0
667,100 Wardour St Lounge Bar,Wednesday,12,51,27.0,This Week Pickup,Next Week,Purple,1.0
669,100 Wardour St Lounge Bar,Wednesday,12,47,51.0,This Week Pickup,3 Weeks Ago,Blue,0.6
670,Quaglino's,Wednesday,12,51,431.0,This Week Pickup,Next Week,Purple,1.0
671,100 Wardour St Lounge Bar,Wednesday,12,49,28.0,This Week Pickup,Last Week,Orange,1.0
672,100 Wardour St Lounge Bar,Wednesday,12,50,27.0,This Week Pickup,This Week,Red,1.0
673,Quaglino's,Wednesday,12,50,370.0,This Week Pickup,This Week,Red,1.0
674,Quaglino's,Wednesday,12,49,172.0,This Week Pickup,Last Week,Orange,1.0
675,Quaglino's,Wednesday,12,48,35.0,This Week Pickup,2 Weeks Ago,Blue,0.8
678,Sartoria,Wednesday,12,47,10.0,This Week Pickup,3 Weeks Ago,Blue,0.6
679,Sartoria,Wednesday,12,50,63.0,This Week Pickup,This Week,Red,1.0
680,Sartoria,Wednesday,12,48,6.0,This Week Pickup,2 Weeks Ago,Blue,0.8
682,New Street Wine Shop,Wednesday,12,50,200.0,This Week Pickup,This Week,Red,1.0
683,New Street Wine Shop,Wednesday,12,51,239.0,This Week Pickup,Next Week,Purple,1.0
684,Pont de la Tour,Wednesday,12,51,81.0,This Week Pickup,Next Week,Purple,1.0
685,Pont de la Tour,Wednesday,12,50,100.0,This Week Pickup,This Week,Red,1.0
686,Pont de la Tour,Wednesday,12,49,49.0,This Week Pickup,Last Week,Orange,1.0
688,100 Wardour St Lounge Bar,Thursday,11,47,51.0,This Week Pickup,3 Weeks Ago,Blue,0.6
690,20 Stories,Thursday,11,49,751.0,This Week Pickup,Last Week,Orange,1.0
691,20 Stories,Thursday,11,50,895.0,This Week Pickup,This Week,Red,1.0
692,100 Wardour St Club Bar,Thursday,11,49,6.0,This Week Pickup,Last Week,Orange,1.0
694,Bluebird Chelsea Restaurant,Thursday,11,47,114.0,This Week Pickup,3 Weeks Ago,Blue,0.6
695,20 Stories,Thursday,11,51,907.0,This Week Pickup,Next Week,Purple,1.0
696,100 Wardour St Club Bar,Thursday,11,50,81.0,This Week Pickup,This Week,Red,1.0
699,100 Wardour St Club Bar,Thursday,11,51,30.0,This Week Pickup,Next Week,Purple,1.0
700,Quaglino's Restaurant,Thursday,11,51,47.0,This Week Pickup,Next Week,Purple,1.0
701,Bluebird Chelsea Restaurant,Thursday,11,49,335.0,This Week Pickup,Last Week,Orange,1.0
703,100 Wardour St Lounge Bar,Thursday,11,49,28.0,This Week Pickup,Last Week,Orange,1.0
704,East 59th,Thursday,11,47,27.0,This Week Pickup,3 Weeks Ago,Blue,0.6
706,Issho,Thursday,11,48,0.0,This Week Pickup,2 Weeks Ago,Blue,0.8
707,Issho,Thursday,11,49,167.0,This Week Pickup,Last Week,Orange,1.0
708,Issho,Thursday,11,50,358.0,This Week Pickup,This Week,Red,1.0
709,100 Wardour St Lounge Bar,Thursday,11,50,27.0,This Week Pickup,This Week,Red,1.0
710,Issho,Thursday,11,51,599.0,This Week Pickup,Next Week,Purple,1.0
711,Bluebird Chelsea Cafe,Thursday,11,50,32.0,This Week Pickup,This Week,Red,1.0
712,Bluebird Chelsea Cafe,Thursday,11,51,36.0,This Week Pickup,Next Week,Purple,1.0
713,100 Wardour St Lounge Bar,Thursday,11,51,33.0,This Week Pickup,Next Week,Purple,1.0
714,Paternoster Chophouse,Thursday,11,49,957.0,This Week Pickup,Last Week,Orange,1.0
715,Paternoster Chophouse,Thursday,11,50,1454.0,This Week Pickup,This Week,Red,1.0
716,Paternoster Chophouse,Thursday,11,51,1677.0,This Week Pickup,Next Week,Purple,1.0
717,East 59th,Thursday,11,51,98.0,This Week Pickup,Next Week,Purple,1.0
718,East 59th,Thursday,11,50,56.0,This Week Pickup,This Week,Red,1.0
719,East 59th,Thursday,11,49,37.0,This Week Pickup,Last Week,Orange,1.0
721,Pont de la Tour,Thursday,11,50,112.0,This Week Pickup,This Week,Red,1.0
722,Bluebird Chelsea Restaurant,Thursday,11,50,504.0,This Week Pickup,This Week,Red,1.0
723,14 Hills,Thursday,11,49,414.0,This Week Pickup,Last Week,Orange,1.0
